%,GPST,,,,,longitude(deg),,,,,,sdu(m),,age(s)
2092,531817.6,39.730226884,-105.164828623,1748.6018,5,6,5.5055,2.6909,6.0343,-3.1423,2.7194,-3.8765,0,0
2092,531817.8,39.730226869,-105.164828625,1748.6,5,6,5.5058,2.691,6.0344,-3.1425,2.7197,-3.8771,0,0
2092,531818,39.730226992,-105.164828683,1748.6002,5,6,5.5062,2.6911,6.0345,-3.1428,2.72,-3.8776,0,0
2092,531818.2,39.730226891,-105.164828684,1748.6104,5,6,5.5065,2.6912,6.0346,-3.143,2.7203,-3.8781,0,0
2092,531818.4,39.730226785,-105.164828648,1748.6182,5,6,5.5069,2.6914,6.0348,-3.1433,2.7206,-3.8787,0,0
2092,531818.6,39.730226819,-105.164828661,1748.6246,5,6,5.5072,2.6915,6.0349,-3.1436,2.7209,-3.8792,0,0
2092,531818.8,39.730226844,-105.164828629,1748.6269,5,6,5.5076,2.6916,6.035,-3.1438,2.7212,-3.8798,0,0
2092,531819,39.73022688,-105.164828641,1748.6325,5,6,5.5079,2.6918,6.0352,-3.1441,2.7216,-3.8803,0,0
2092,531819.2,39.730226752,-105.164828672,1748.6315,5,6,5.5083,2.6919,6.0353,-3.1443,2.7219,-3.8808,0,0
2092,531819.4,39.730226812,-105.164828635,1748.6344,5,6,5.5086,2.692,6.0354,-3.1446,2.7222,-3.8814,0,0
2092,531819.6,39.7302268,-105.164828693,1748.6341,5,6,5.509,2.6921,6.0356,-3.1449,2.7225,-3.8819,0,0
2092,531819.8,39.730226746,-105.164828654,1748.6444,5,6,5.5093,2.6923,6.0357,-3.1451,2.7228,-3.8825,0,0
2092,531820,39.730226803,-105.164828632,1748.652,5,6,5.5097,2.6924,6.0358,-3.1454,2.7231,-3.883,0,0
2092,531820.2,39.730226891,-105.164828601,1748.662,5,6,5.51,2.6925,6.036,-3.1456,2.7234,-3.8835,0,0
2092,531820.4,39.730226896,-105.164828688,1748.6684,5,6,5.5104,2.6926,6.0361,-3.1459,2.7237,-3.8841,0,0
2092,531820.6,39.73022681,-105.164828672,1748.673,5,6,5.5107,2.6928,6.0362,-3.1462,2.724,-3.8846,0,0
2092,531820.8,39.730226787,-105.164828606,1748.6838,5,6,5.5111,2.6929,6.0363,-3.1464,2.7243,-3.8852,0,0
2092,531821,39.730226849,-105.164828627,1748.6947,5,6,5.5114,2.693,6.0365,-3.1467,2.7246,-3.8857,0,0
2092,531821.2,39.73022689,-105.164828622,1748.6849,5,6,5.5118,2.6932,6.0366,-3.1469,2.7249,-3.8862,0,0
2092,531821.4,39.730226857,-105.164828599,1748.6963,5,6,5.5121,2.6933,6.0367,-3.1472,2.7252,-3.8868,0,0
2092,531821.6,39.730226755,-105.164828559,1748.6981,5,6,5.5124,2.6934,6.0369,-3.1475,2.7255,-3.8873,0,0
2092,531821.8,39.7302267,-105.164828643,1748.7042,5,6,5.5128,2.6935,6.037,-3.1477,2.7258,-3.8879,0,0
2092,531822,39.730226732,-105.164828647,1748.7014,5,6,5.5131,2.6937,6.0371,-3.148,2.7261,-3.8884,0,0
2092,531822.2,39.730226806,-105.164828581,1748.6932,5,6,5.5135,2.6938,6.0373,-3.1482,2.7265,-3.8889,0,0
2092,531822.4,39.730226718,-105.164828379,1748.6978,5,6,5.5138,2.6939,6.0374,-3.1485,2.7268,-3.8895,0,0
2092,531822.6,39.73022666,-105.164827854,1748.6812,5,6,5.5142,2.6941,6.0375,-3.1488,2.7271,-3.89,0,0
2092,531822.8,39.730226742,-105.164827358,1748.6813,5,6,5.5145,2.6942,6.0377,-3.149,2.7274,-3.8906,0,0
2092,531823,39.730226723,-105.164826734,1748.6577,5,6,5.5149,2.6943,6.0378,-3.1493,2.7277,-3.8911,0,0
2092,531823.2,39.730226724,-105.164826592,1748.6552,5,6,5.5152,2.6944,6.0379,-3.1495,2.728,-3.8916,0,0
2092,531823.4,39.730226813,-105.164826646,1748.6606,5,6,5.5156,2.6946,6.0381,-3.1498,2.7283,-3.8922,0,0
2092,531823.6,39.730226843,-105.164826652,1748.6868,5,6,5.5159,2.6947,6.0382,-3.1501,2.7286,-3.8927,0,0
2092,531823.8,39.730226864,-105.164826816,1748.6844,5,6,5.5163,2.6948,6.0383,-3.1503,2.7289,-3.8933,0,0
2092,531824,39.730226775,-105.164826756,1748.7116,5,6,5.5166,2.695,6.0385,-3.1506,2.7292,-3.8938,0,0
2092,531824.2,39.730226845,-105.164826815,1748.7053,5,6,5.517,2.6951,6.0386,-3.1508,2.7295,-3.8943,0,0
2092,531824.4,39.730226839,-105.164826843,1748.7233,5,6,5.5173,2.6952,6.0387,-3.1511,2.7298,-3.8949,0,0
2092,531824.6,39.730226919,-105.164826943,1748.7197,5,6,5.5177,2.6953,6.0389,-3.1514,2.7301,-3.8954,0,0
2092,531824.8,39.73022676,-105.164826915,1748.7276,5,6,5.518,2.6955,6.039,-3.1516,2.7304,-3.896,0,0
2092,531825,39.730226794,-105.164826945,1748.7506,5,6,5.5184,2.6956,6.0391,-3.1519,2.7307,-3.8965,0,0
2092,531825.2,39.730226925,-105.164827006,1748.755,5,6,5.5187,2.6957,6.0393,-3.1521,2.7311,-3.897,0,0
2092,531825.4,39.730226881,-105.164826871,1748.7837,5,6,5.5191,2.6959,6.0394,-3.1524,2.7314,-3.8976,0,0
2092,531825.6,39.730226797,-105.164826661,1748.7945,5,6,5.5194,2.696,6.0395,-3.1527,2.7317,-3.8981,0,0
2092,531825.8,39.73022681,-105.164826116,1748.7727,5,6,5.5198,2.6961,6.0397,-3.1529,2.732,-3.8987,0,0
2092,531826,39.730226814,-105.164825384,1748.7872,5,6,5.5201,2.6962,6.0398,-3.1532,2.7323,-3.8992,0,0
2092,531826.2,39.730226715,-105.164824566,1748.7506,5,6,5.5205,2.6964,6.0399,-3.1534,2.7326,-3.8997,0,0
2092,531826.4,39.730226763,-105.164823648,1748.7584,5,6,5.5208,2.6965,6.0401,-3.1537,2.7329,-3.9003,0,0
2092,531826.6,39.730226814,-105.16482271,1748.7545,5,6,5.5212,2.6966,6.0402,-3.154,2.7332,-3.9008,0,0
2092,531826.8,39.730226915,-105.164822002,1748.7567,5,6,5.5215,2.6968,6.0403,-3.1542,2.7335,-3.9014,0,0
2092,531827,39.730226892,-105.164821213,1748.744,5,6,5.5219,2.6969,6.0405,-3.1545,2.7338,-3.9019,0,0
2092,531827.2,39.730226952,-105.16482066,1748.7502,5,6,5.5222,2.697,6.0406,-3.1547,2.7341,-3.9024,0,0
2092,531827.4,39.730226917,-105.164819716,1748.7613,5,6,5.5226,2.6971,6.0407,-3.155,2.7344,-3.903,0,0
2092,531827.6,39.730227022,-105.164818809,1748.7697,5,6,5.5229,2.6973,6.0409,-3.1553,2.7347,-3.9035,0,0
2092,531827.8,39.730226975,-105.164817812,1748.7384,5,6,5.5233,2.6974,6.041,-3.1555,2.735,-3.9041,0,0
2092,531828,39.730227044,-105.164816814,1748.7217,5,6,5.5236,2.6975,6.0411,-3.1558,2.7353,-3.9046,0,0
2092,531828.2,39.730226914,-105.164815949,1748.6734,5,6,5.524,2.6977,6.0413,-3.156,2.7357,-3.9051,0,0
2092,531828.4,39.73022702,-105.164814941,1748.6726,5,6,5.5243,2.6978,6.0414,-3.1563,2.736,-3.9057,0,0
2092,531828.6,39.730227161,-105.164814174,1748.6605,5,6,5.5247,2.6979,6.0415,-3.1566,2.7363,-3.9062,0,0
2092,531828.8,39.730227115,-105.164813178,1748.6623,5,6,5.525,2.698,6.0417,-3.1568,2.7366,-3.9068,0,0
2092,531829,39.730227218,-105.164812192,1748.6605,5,6,5.5254,2.6982,6.0418,-3.1571,2.7369,-3.9073,0,0
2092,531829.2,39.730227326,-105.16481112,1748.6506,5,6,5.5257,2.6983,6.0419,-3.1574,2.7372,-3.9078,0,0
2092,531829.4,39.730227605,-105.164809962,1748.6413,5,6,5.5261,2.6984,6.0421,-3.1576,2.7375,-3.9084,0,0
2092,531829.6,39.730227794,-105.164808765,1748.6432,5,6,5.5264,2.6986,6.0422,-3.1579,2.7378,-3.9089,0,0
2092,531829.8,39.730227942,-105.164807631,1748.64,5,6,5.5268,2.6987,6.0423,-3.1581,2.7381,-3.9095,0,0
2092,531830,39.730228072,-105.164806688,1748.6348,5,6,5.5271,2.6988,6.0425,-3.1584,2.7384,-3.91,0,0
2092,531830.2,39.730228284,-105.164805663,1748.6197,5,6,5.5275,2.6989,6.0426,-3.1587,2.7387,-3.9105,0,0
2092,531830.4,39.7302286,-105.164804622,1748.6252,5,6,5.5278,2.6991,6.0427,-3.1589,2.739,-3.9111,0,0
2092,531830.6,39.730228948,-105.164803426,1748.6193,5,6,5.5282,2.6992,6.0429,-3.1592,2.7393,-3.9116,0,0
2092,531830.8,39.730229235,-105.164802088,1748.6311,5,6,5.5285,2.6993,6.043,-3.1594,2.7396,-3.9122,0,0
2092,531831,39.730229575,-105.16480083,1748.6152,5,6,5.5289,2.6995,6.0431,-3.1597,2.74,-3.9127,0,0
2092,531831.2,39.730229753,-105.164799445,1748.6284,5,6,5.5292,2.6996,6.0433,-3.16,2.7403,-3.9133,0,0
2092,531831.4,39.73023008,-105.164798302,1748.6253,5,6,5.5296,2.6997,6.0434,-3.1602,2.7406,-3.9138,0,0
2092,531831.6,39.730230489,-105.164797007,1748.6329,5,6,5.53,2.6998,6.0435,-3.1605,2.7409,-3.9143,0,0
2092,531831.8,39.730230703,-105.164795412,1748.6291,5,6,5.5303,2.7,6.0437,-3.1608,2.7412,-3.9149,0,0
2092,531832,39.73023125,-105.164793885,1748.5954,5,6,5.5307,2.7001,6.0438,-3.161,2.7415,-3.9154,0,0
2092,531832.2,39.730231611,-105.164792297,1748.6004,5,6,5.531,2.7002,6.044,-3.1613,2.7418,-3.916,0,0
2092,531832.4,39.730232168,-105.164790508,1748.5799,5,6,5.5314,2.7004,6.0441,-3.1615,2.7421,-3.9165,0,0
2092,531832.6,39.730232722,-105.164788772,1748.5876,5,6,5.5317,2.7005,6.0442,-3.1618,2.7424,-3.917,0,0
2092,531832.8,39.730233343,-105.164786924,1748.5913,5,6,5.5321,2.7006,6.0444,-3.1621,2.7427,-3.9176,0,0
2092,531833,39.73023388,-105.164785138,1748.5733,5,6,5.5324,2.7008,6.0445,-3.1623,2.743,-3.9181,0,0
2092,531833.2,39.730234676,-105.164783468,1748.5518,5,6,5.5328,2.7009,6.0446,-3.1626,2.7433,-3.9187,0,0
2092,531833.4,39.730235185,-105.164781706,1748.5864,5,6,5.5331,2.701,6.0448,-3.1628,2.7436,-3.9192,0,0
2092,531833.6,39.730235744,-105.164779912,1748.5646,5,6,5.5335,2.7011,6.0449,-3.1631,2.744,-3.9197,0,0
2092,531833.8,39.730236496,-105.164778102,1748.571,5,6,5.5338,2.7013,6.045,-3.1634,2.7443,-3.9203,0,0
2092,531834,39.730237184,-105.164776089,1748.5609,5,6,5.5342,2.7014,6.0452,-3.1636,2.7446,-3.9208,0,0
2092,531834.2,39.730238077,-105.164774396,1748.5724,5,6,5.5345,2.7015,6.0453,-3.1639,2.7449,-3.9214,0,0
2092,531834.4,39.730238711,-105.164772431,1748.5479,5,6,5.5349,2.7017,6.0454,-3.1642,2.7452,-3.9219,0,0
2092,531834.6,39.730239379,-105.164770881,1748.5514,5,6,5.5352,2.7018,6.0456,-3.1644,2.7455,-3.9224,0,0
2092,531834.8,39.730240099,-105.164769601,1748.5481,5,6,5.5356,2.7019,6.0457,-3.1647,2.7458,-3.923,0,0
2092,531835,39.730240791,-105.164768459,1748.5519,5,6,5.5359,2.702,6.0459,-3.1649,2.7461,-3.9235,0,0
2092,531835.2,39.73024143,-105.164767218,1748.5684,5,6,5.5363,2.7022,6.046,-3.1652,2.7464,-3.9241,0,0
2092,531835.4,39.730242321,-105.164765846,1748.5555,5,6,5.5366,2.7023,6.0461,-3.1655,2.7467,-3.9246,0,0
2092,531835.6,39.730243135,-105.16476428,1748.5428,5,6,5.537,2.7024,6.0463,-3.1657,2.747,-3.9252,0,0
2092,531835.8,39.730244126,-105.16476299,1748.5183,5,6,5.5373,2.7026,6.0464,-3.166,2.7473,-3.9257,0,0
2092,531836,39.730245033,-105.16476162,1748.5206,5,6,5.5377,2.7027,6.0465,-3.1663,2.7476,-3.9262,0,0
2092,531836.2,39.730246152,-105.16476045,1748.5096,5,6,5.5381,2.7028,6.0467,-3.1665,2.748,-3.9268,0,0
2092,531836.4,39.73024706,-105.164759505,1748.4995,5,6,5.5384,2.703,6.0468,-3.1668,2.7483,-3.9273,0,0
2092,531836.6,39.730247783,-105.16475881,1748.5116,5,6,5.5388,2.7031,6.047,-3.167,2.7486,-3.9279,0,0
2092,531836.8,39.73024822,-105.164758274,1748.4893,5,6,5.5391,2.7032,6.0471,-3.1673,2.7489,-3.9284,0,0
2092,531837,39.730248629,-105.164758044,1748.4916,5,6,5.5395,2.7033,6.0472,-3.1676,2.7492,-3.9289,0,0
2092,531837.2,39.73024858,-105.164757941,1748.4977,5,6,5.5398,2.7035,6.0474,-3.1678,2.7495,-3.9295,0,0
2092,531837.4,39.730248654,-105.164758157,1748.4924,5,6,5.5402,2.7036,6.0475,-3.1681,2.7498,-3.93,0,0
2092,531837.6,39.730248694,-105.164758104,1748.4766,5,6,5.5405,2.7037,6.0476,-3.1684,2.7501,-3.9306,0,0
2092,531837.8,39.73024858,-105.164758095,1748.4788,5,6,5.5409,2.7039,6.0478,-3.1686,2.7504,-3.9311,0,0
2092,531838,39.730248645,-105.164758057,1748.4804,5,6,5.5412,2.704,6.0479,-3.1689,2.7507,-3.9316,0,0
2092,531838.2,39.730248743,-105.164758119,1748.5042,5,6,5.5416,2.7041,6.0481,-3.1691,2.751,-3.9322,0,0
2092,531838.4,39.730248784,-105.164758135,1748.4967,5,6,5.5419,2.7043,6.0482,-3.1694,2.7513,-3.9327,0,0
2092,531838.6,39.730248803,-105.164758173,1748.4906,5,6,5.5423,2.7044,6.0483,-3.1697,2.7516,-3.9333,0,0
2092,531838.8,39.73024861,-105.164758238,1748.5011,5,6,5.5426,2.7045,6.0485,-3.1699,2.752,-3.9338,0,0
2092,531839,39.730248435,-105.164758438,1748.4885,5,6,5.543,2.7046,6.0486,-3.1702,2.7523,-3.9344,0,0
2092,531839.2,39.730248092,-105.164758776,1748.4833,5,6,5.5434,2.7048,6.0487,-3.1705,2.7526,-3.9349,0,0
2092,531839.4,39.730247329,-105.164759083,1748.4749,5,6,5.5437,2.7049,6.0489,-3.1707,2.7529,-3.9354,0,0
2092,531839.6,39.730246685,-105.164759556,1748.4791,5,6,5.5441,2.705,6.049,-3.171,2.7532,-3.936,0,0
2092,531839.8,39.730245751,-105.164759978,1748.4784,5,6,5.5444,2.7052,6.0492,-3.1713,2.7535,-3.9365,0,0
2092,531840,39.730244594,-105.164760444,1748.4933,5,6,5.5448,2.7053,6.0493,-3.1715,2.7538,-3.9371,0,0
2092,531840.2,39.730243088,-105.164760996,1748.5067,5,6,5.5451,2.7054,6.0494,-3.1718,2.7541,-3.9376,0,0
2092,531840.4,39.730241305,-105.164761784,1748.4898,5,6,5.5455,2.7056,6.0496,-3.172,2.7544,-3.9381,0,0
2092,531840.6,39.730238936,-105.164762343,1748.4842,5,6,5.5458,2.7057,6.0497,-3.1723,2.7547,-3.9387,0,0
2092,531840.8,39.730236032,-105.1647628,1748.4874,5,6,5.5462,2.7058,6.0499,-3.1726,2.755,-3.9392,0,0
2092,531841,39.730233145,-105.164763247,1748.4859,5,6,5.5465,2.706,6.05,-3.1728,2.7553,-3.9398,0,0
2092,531841.2,39.73024008,-105.164769264,1747.4694,5,7,3.4562,1.8404,4.4817,-1.2088,,1.4515,0,0
2092,531841.4,39.730234444,-105.164767771,1747.6838,5,7,3.4562,1.8403,4.4816,-1.2088,,1.4511,0,0
2092,531841.6,39.730226188,-105.164764688,1748.1825,5,7,3.4562,1.8403,4.4816,-1.2088,,1.4508,0,0
2092,531841.8,39.730218827,-105.164761968,1748.5916,5,7,3.4561,1.8403,4.4815,-1.2087,,1.4504,0,0
2092,531842,39.730216825,-105.164762512,1748.3978,5,7,3.4561,1.8403,4.4814,-1.2087,,1.45,0,0
2092,531842.2,39.730210034,-105.164760275,1748.6662,5,7,3.4561,1.8403,4.4813,-1.2087,,1.4497,0,0
2092,531842.4,39.730200782,-105.164756607,1749.1534,5,7,3.4561,1.8403,4.4812,-1.2086,,1.4493,0,0
2092,531842.6,39.730199907,-105.164758238,1748.704,5,7,3.456,1.8403,4.4811,-1.2086,,1.449,0,0
2092,531842.8,39.730192654,-105.164756098,1748.8732,5,7,3.456,1.8403,4.4811,-1.2086,,1.4486,0,0
2092,531843,39.73018322,-105.164752469,1749.2678,5,7,3.456,1.8403,4.481,-1.2085,,1.4482,0,0
2092,531843.2,39.730185792,-105.164755985,1748.3954,5,7,3.456,1.8402,4.4809,-1.2085,,1.4479,0,0
2092,531843.4,39.730186004,-105.164758265,1747.7866,5,7,3.4559,1.8402,4.4808,-1.2085,,1.4475,0,0
2092,531843.6,39.730179844,-105.164756688,1747.8316,5,7,3.4559,1.8402,4.4807,-1.2084,,1.4472,0,0
2092,531843.8,39.730175438,-105.164756079,1747.7217,5,7,3.4559,1.8402,4.4806,-1.2084,,1.4468,0,0
2092,531844,39.730158085,-105.164747884,1748.9423,5,7,3.4559,1.8402,4.4806,-1.2084,,1.4464,0,0
2092,531844.2,39.730157254,-105.164749392,1748.4425,5,7,3.4558,1.8402,4.4805,-1.2083,,1.4461,0,0
2092,531844.4,39.730160757,-105.164753385,1747.5338,5,7,3.4558,1.8402,4.4804,-1.2083,,1.4457,0,0
2092,531844.6,39.7301525,-105.164750073,1747.8398,5,7,3.4558,1.8402,4.4803,-1.2082,,1.4454,0,0
2092,531844.8,39.730146356,-105.164748072,1747.9164,5,7,3.4557,1.8402,4.4802,-1.2082,,1.445,0,0
2092,531845,39.730143126,-105.164747567,1747.6808,5,7,3.4557,1.8401,4.4801,-1.2082,,1.4446,0,0
2092,531845.2,39.730134289,-105.164743563,1748.0398,5,7,3.4557,1.8401,4.4801,-1.2081,,1.4443,0,0
2092,531845.4,39.730131131,-105.164742297,1747.8358,5,7,3.4557,1.8401,4.48,-1.2081,,1.4439,0,0
2092,531845.6,39.730126621,-105.164739941,1747.7758,5,7,3.4556,1.8401,4.4799,-1.2081,,1.4436,0,0
2092,531845.8,39.73012197,-105.164737084,1747.7329,5,7,3.4556,1.8401,4.4798,-1.208,,1.4432,0,0
2092,531846,39.730117718,-105.164734567,1747.693,5,7,3.4556,1.8401,4.4797,-1.208,,1.4428,0,0
2092,531846.2,39.730113664,-105.164731302,1747.6397,5,7,3.4556,1.8401,4.4796,-1.208,,1.4425,0,0
2092,531846.4,39.730110816,-105.164728505,1747.4853,5,7,3.4555,1.8401,4.4796,-1.2079,,1.4421,0,0
2092,531846.6,39.73010603,-105.164724277,1747.5363,5,7,3.4555,1.8401,4.4795,-1.2079,,1.4418,0,0
2092,531846.8,39.730100775,-105.164718904,1747.6515,5,7,3.4555,1.84,4.4794,-1.2079,,1.4414,0,0
2092,531847,39.730097743,-105.164714587,1747.5399,5,7,3.4554,1.84,4.4793,-1.2078,,1.441,0,0
2092,531847.2,39.730093774,-105.164708476,1747.5536,5,7,3.4554,1.84,4.4792,-1.2078,,1.4407,0,0
2092,531847.4,39.730088897,-105.164701336,1747.6987,5,7,3.4554,1.84,4.4792,-1.2078,,1.4403,0,0
2092,531847.6,39.730086163,-105.164695324,1747.6436,5,7,3.4554,1.84,4.4791,-1.2077,,1.44,0,0
2092,531847.8,39.730083901,-105.164689316,1747.5446,5,7,3.4553,1.84,4.479,-1.2077,,1.4396,0,0
2092,531848,39.730083032,-105.164682755,1747.4121,5,7,3.4553,1.84,4.4789,-1.2076,,1.4392,0,0
2092,531848.2,39.730079547,-105.164674444,1747.5918,5,7,3.4553,1.84,4.4788,-1.2076,,1.4389,0,0
2092,531848.4,39.73007632,-105.16466644,1747.7137,5,7,3.4553,1.84,4.4787,-1.2076,,1.4385,0,0
2092,531848.6,39.730075987,-105.164659385,1747.6156,5,7,3.4552,1.8399,4.4787,-1.2075,,1.4382,0,0
2092,531848.8,39.730074678,-105.164651387,1747.6567,5,7,3.4552,1.8399,4.4786,-1.2075,,1.4378,0,0
2092,531849,39.730075308,-105.164644477,1747.4718,5,7,3.4552,1.8399,4.4785,-1.2075,,1.4374,0,0
2092,531849.2,39.730074729,-105.164636384,1747.5071,5,7,3.4552,1.8399,4.4784,-1.2074,,1.4371,0,0
2092,531849.4,39.730075496,-105.164629061,1747.4136,5,7,3.4551,1.8399,4.4783,-1.2074,,1.4367,0,0
2092,531849.6,39.730076869,-105.16462175,1747.3227,5,7,3.4551,1.8399,4.4782,-1.2074,,1.4363,0,0
2092,531849.8,39.730077527,-105.164614007,1747.3306,5,7,3.4551,1.8399,4.4782,-1.2073,,1.436,0,0
2092,531850,39.730079028,-105.164606695,1747.3088,5,7,3.4551,1.8399,4.4781,-1.2073,,1.4356,0,0
2092,531850.2,39.730080521,-105.164599556,1747.2888,5,7,3.455,1.8399,4.478,-1.2073,,1.4353,0,0
2092,531850.4,39.730081802,-105.16459247,1747.3225,5,7,3.455,1.8398,4.4779,-1.2072,,1.4349,0,0
2092,531850.6,39.730083878,-105.164586022,1747.2894,5,7,3.455,1.8398,4.4778,-1.2072,,1.4345,0,0
2092,531850.8,39.730085603,-105.164579415,1747.3177,5,7,3.4549,1.8398,4.4778,-1.2072,,1.4342,0,0
2092,531851,39.730088053,-105.16457331,1747.3388,5,7,3.4549,1.8398,4.4777,-1.2071,,1.4338,0,0
2092,531851.2,39.730091332,-105.164567892,1747.2958,5,7,3.4549,1.8398,4.4776,-1.2071,,1.4334,0,0
2092,531851.4,39.730094919,-105.164562558,1747.3006,5,7,3.4549,1.8398,4.4775,-1.207,,1.4331,0,0
2092,531851.6,39.730098777,-105.164557777,1747.2812,5,7,3.4548,1.8398,4.4774,-1.207,,1.4327,0,0
2092,531851.8,39.730103526,-105.164553764,1747.2134,5,7,3.4548,1.8398,4.4773,-1.207,,1.4324,0,0
2092,531852,39.730108608,-105.164550075,1747.1685,5,7,3.4548,1.8398,4.4773,-1.2069,,1.432,0,0
2092,531852.2,39.730113402,-105.164546742,1747.1633,5,7,3.4548,1.8397,4.4772,-1.2069,,1.4316,0,0
2092,531852.4,39.730118645,-105.164544181,1747.1267,5,7,3.4547,1.8397,4.4771,-1.2069,,1.4313,0,0
2092,531852.6,39.730123317,-105.164541686,1747.1822,5,7,3.4547,1.8397,4.477,-1.2068,,1.4309,0,0
2092,531852.8,39.730128587,-105.16453997,1747.1827,5,7,3.4547,1.8397,4.4769,-1.2068,,1.4305,0,0
2092,531853,39.730133836,-105.164538389,1747.2206,5,7,3.4547,1.8397,4.4768,-1.2068,,1.4302,0,0
2092,531853.2,39.730139243,-105.164537182,1747.2097,5,7,3.4546,1.8397,4.4768,-1.2067,,1.4298,0,0
2092,531853.4,39.73014455,-105.164536108,1747.2461,5,7,3.4546,1.8397,4.4767,-1.2067,,1.4295,0,0
2092,531853.6,39.730150251,-105.164535231,1747.264,5,7,3.4546,1.8397,4.4766,-1.2067,,1.4291,0,0
2092,531853.8,39.730156341,-105.164534401,1747.2899,5,7,3.4545,1.8397,4.4765,-1.2066,,1.4287,0,0
2092,531854,39.730163266,-105.164533494,1747.3096,5,7,3.4545,1.8396,4.4764,-1.2066,,1.4284,0,0
2092,531854.2,39.730171136,-105.164532985,1747.3115,5,7,3.4545,1.8396,4.4764,-1.2066,,1.428,0,0
2092,531854.4,39.730178827,-105.16453265,1747.2994,5,7,3.4545,1.8396,4.4763,-1.2065,,1.4276,0,0
2092,531854.6,39.73018632,-105.164532394,1747.3178,5,7,3.4544,1.8396,4.4762,-1.2065,,1.4273,0,0
2092,531854.8,39.730194083,-105.16453222,1747.3104,5,7,3.4544,1.8396,4.4761,-1.2065,,1.4269,0,0
2092,531855,39.730201922,-105.164531922,1747.3303,5,7,3.4544,1.8396,4.476,-1.2064,,1.4265,0,0
2092,531855.2,39.73020991,-105.164531859,1747.338,5,7,3.4544,1.8396,4.4759,-1.2064,,1.4262,0,0
2092,531855.4,39.730218177,-105.164531834,1747.339,5,7,3.4543,1.8396,4.4759,-1.2063,,1.4258,0,0
2092,531855.6,39.730226355,-105.164531694,1747.3547,5,7,3.4543,1.8396,4.4758,-1.2063,,1.4255,0,0
